Id,SalePrice
1606,168800.0
1607,189812.4
1608,211961.2
1609,202411.5
1610,161193.6
1611,157310.0
1612,187018.5
1613,184115.0
1614,116565.0
1615,97147.6
1616,91097.6
1617,104390.0
1618,125800.0
1619,132110.0
1620,192687.4
1621,139900.0
1622,156154.0
1623,297957.7
1624,206668.0
1625,128940.0
1626,167520.0
1627,184795.0
1628,300800.3
1629,172530.0
1630,366950.0
1631,207890.0
1632,252160.0
1633,169052.0
1634,180160.0
1635,180950.0
1636,157820.0
1637,204314.0
1638,232840.0
1639,172445.3
1640,252818.0
1641,197370.0
1642,200845.6
1643,218823.0
1644,221635.6
1645,192690.0
1646,162830.0
1647,152074.1
1648,159344.0
1649,149165.0
1650,120955.0
1651,126855.8
1652,94880.0
1653,106730.0
1654,156000.0
1655,150950.0
1656,153590.0
1657,156000.0
1658,154250.0
1659,143090.0
1660,155625.0
1661,440263.9
1662,445233.7
1663,373768.9
1664,524957.5
1665,327931.6
1666,328444.0
1667,341866.1
1668,334657.0
1669,310802.0
1670,344562.8
1671,286220.0
1672,411131.4
1673,290313.9
1674,261612.6
1675,181100.0
1676,172830.0
1677,203812.7
1678,413456.4
1679,383500.0
1680,312654.8
1681,288551.3
1682,301205.0
1683,184410.0
1684,169040.5
1685,179964.0
1686,173687.0
1687,163947.0
1688,178790.0
1689,184416.5
1690,189650.0
1691,169420.0
1692,260520.0
1693,161935.5
1694,189480.0
1695,166406.5
1696,265647.7
1697,169487.5
1698,335534.4
1699,331437.4
1700,213700.0
1701,271250.0
1702,260156.9
1703,266381.3
1704,291839.3
1705,215000.0
1706,420202.3
1707,205587.0
1708,206133.5
1709,318497.2
1710,234117.0
1711,263227.8
1712,256026.9
1713,235361.7
1714,207225.0
1715,199600.0
1716,175808.0
1717,163500.0
1718,157520.0
1719,203580.0
1720,250949.0
1721,149460.0
1722,147190.0
1723,156875.0
1724,202338.0
1725,227002.5
1726,175743.2
1727,158723.2
1728,184050.0
1729,165040.0
1730,153195.3
1731,120165.0
1732,133690.0
1733,127170.0
1734,134980.0
1735,134440.0
1736,105270.0
1737,371050.0
1738,214645.0
1739,239200.0
1740,166423.5
1741,168420.0
1742,173350.0
1743,174610.0
1744,325296.3
1745,236476.5
1746,255550.0
1747,222750.0
1748,219130.0
1749,159790.0
1750,160625.0
1751,246500.0
1752,123350.0
1753,161685.0
1754,232300.0
1755,171280.0
1756,125780.0
1757,118880.0
1758,164025.0
1759,167420.0
1760,160730.0
1761,156350.0
1762,178390.0
1763,150620.0
1764,124407.5
1765,193080.0
1766,187180.0
1767,177868.5
1768,145180.0
1769,166460.0
1770,142050.0
1771,143075.0
1772,140818.4
1773,153425.0
1774,151110.0
1775,131457.5
1776,132290.0
1777,111975.8
1778,125900.0
1779,118385.0
1780,180217.6
1781,133252.5
1782,108050.0
1783,127080.0
1784,106852.5
1785,106948.0
1786,161400.0
1787,152290.0
1788,64086.1
1789,86524.3
1790,87200.0
1791,199790.6
1792,155110.0
1793,154350.0
1794,137680.0
1795,135600.0
1796,142670.0
1797,108200.0
1798,124847.5
1799,113360.0
1800,134575.0
1801,143400.0
1802,161040.0
1803,166400.0
1804,137892.0
1805,141000.0
1806,112990.0
1807,176290.0
1808,117850.0
1809,132950.0
1810,148420.0
1811,126050.0
1812,135164.0
1813,114450.0
1814,96140.0
1815,57048.3
1816,105210.0
1817,135207.2
1818,138190.0
1819,109257.9
1820,84710.0
1821,131820.0
1822,147100.0
1823,75881.1
1824,138790.0
1825,132945.0
1826,99635.0
1827,115115.0
1828,156693.4
1829,114640.0
1830,148140.0
1831,180910.0
1832,136045.3
1833,159850.0
1834,119337.5
1835,192100.0
1836,142490.0
1837,91540.0
1838,140300.0
1839,90040.0
1840,155245.9
1841,152159.6
1842,88800.0
1843,146720.0
1844,141100.0
1845,172487.0
1846,157885.0
1847,187360.0
1848,68546.1
1849,145230.8
1850,135167.5
1851,156800.0
1852,125895.0
1853,135830.0
1854,172770.0
1855,148800.0
1856,212923.7
1857,187237.0
1858,158479.9
1859,131487.7
1860,158383.7
1861,131487.7
1862,287240.0
1863,280050.0
1864,280050.0
1865,333262.4
1866,335319.1
1867,252231.0
1868,313895.0
1869,193715.0
1870,269387.2
1871,253445.3
1872,176752.0
1873,220605.0
1874,138075.0
1875,216395.6
1876,205525.0
1877,214273.4
1878,204687.2
1879,133720.0
1880,134836.0
1881,239739.7
1882,257561.3
1883,204430.0
1884,213707.8
1885,258790.0
1886,276990.0
1887,203642.8
1888,281197.0
1889,171779.8
1890,145890.0
1891,141795.0
1892,116320.0
1893,164885.0
1894,139210.0
1895,163940.0
1896,127490.0
1897,109000.0
1898,100240.0
1899,124730.0
1900,130010.0
1901,179754.0
1902,148800.0
1903,254090.0
1904,142602.5
1905,166330.0
1906,144540.0
1907,218600.0
1908,123350.0
1909,126950.0
1910,123570.0
1911,207390.0
1912,265450.0
1913,169740.0
1914,69470.4
1915,265900.0
1916,80831.1
1917,264261.9
1918,141190.0
1919,162100.0
1920,192540.0
1921,373500.0
1922,332563.4
1923,214070.0
1924,225402.2
1925,201917.8
1926,380242.6
1927,142440.0
1928,174840.0
1929,132110.0
1930,143225.0
1931,140810.0
1932,144690.0
1933,165500.0
1934,175755.0
1935,172363.2
1936,190320.0
1937,194100.0
1938,170145.0
1939,233475.0
1940,208000.0
1941,190450.0
1942,191450.0
1943,196940.0
1944,293931.3
1945,370627.8
1946,200385.6
1947,307644.5
1948,179690.0
1949,265987.2
1950,179316.5
1951,315628.0
1952,242412.8
1953,158540.0
1954,213900.0
1955,138370.0
1956,265300.0
1957,169740.0
1958,335766.9
1959,154780.5
1960,116325.0
1961,126555.0
1962,97830.0
1963,114740.0
1964,109900.0
1965,159593.2
1966,151815.0
1967,286350.5
1968,419449.4
1969,402478.1
1970,497955.5
1971,487778.0
1972,350942.9
1973,260680.0
1974,318618.2
1975,456744.9
1976,278812.2
1977,366363.1
1978,356408.1
1979,321731.3
1980,193187.3
1981,331200.7
1982,236999.2
1983,226403.6
1984,170658.5
1985,210313.6
1986,232154.8
1987,181286.7
1988,178100.0
1989,202120.0
1990,206710.0
1991,200334.1
1992,217240.0
1993,171254.0
1994,265837.7
1995,183983.5
1996,236600.0
1997,324158.1
1998,378700.0
1999,245509.0
2000,348041.8
2001,238275.0
2002,238250.1
2003,260808.0
2004,279341.0
2005,214323.5
2006,239291.1
2007,248891.5
2008,200078.0
2009,193218.2
2010,189150.0
2011,160037.5
2012,188335.1
2013,186825.0
2014,180160.0
2015,181860.0
2016,201350.0
2017,208690.0
2018,121520.0
2019,137526.0
2020,120800.0
2021,108260.0
2022,179990.0
2023,160280.0
2024,203800.0
2025,493728.0
2026,197323.2
2027,131380.0
2028,172853.2
2029,174920.0
2030,272363.2
2031,279927.8
2032,281947.1
2033,282104.2
2034,166350.0
2035,219545.0
2036,197450.0
2037,197450.0
2038,299527.8
2039,222990.0
2040,466218.0
2041,300840.0
2042,223997.8
2043,187750.0
2044,187590.0
2045,216472.2
2046,145065.5
2047,149340.0
2048,134925.0
2049,152875.3
2050,180880.0
2051,118552.5
2052,152640.0
2053,149410.0
2054,83890.0
2055,171180.0
2056,126417.5
2057,128645.0
2058,225322.0
2059,140365.0
2060,167080.0
2061,182670.0
2062,145730.0
2063,119645.0
2064,140340.0
2065,118546.0
2066,200400.0
2067,158085.0
2068,168752.9
2069,93925.0
2070,106040.0
2071,106990.0
2072,155450.0
2073,147995.0
2074,186254.1
2075,156070.0
2076,120250.0
2077,150715.0
2078,136460.0
2079,126957.5
2080,115445.0
2081,120100.0
2082,152720.0
2083,163055.0
2084,108300.0
2085,139895.0
2086,123401.1
2087,114830.0
2088,103343.0
2089,94720.0
2090,125330.0
2091,142500.0
2092,156055.0
2093,146468.4
2094,126990.0
2095,151047.5
2096,91355.0
2097,98840.0
2098,152280.0
2099,61268.3
2100,150470.0
2101,153326.4
2102,131980.0
2103,113170.1
2104,131954.0
2105,129654.0
2106,87975.0
2107,244840.0
2108,125080.0
2109,125175.0
2110,119100.0
2111,157640.0
2112,148500.0
2113,111090.0
2114,106230.0
2115,150050.0
2116,110480.0
2117,160543.4
2118,108270.0
2119,106290.0
2120,101040.0
2121,85540.0
2122,99978.4
2123,97080.4
2124,224800.0
2125,144500.0
2126,161393.4
2127,189355.0
2128,141995.0
2129,108080.0
2130,144620.0
2131,162690.0
2132,100417.6
2133,118898.0
2134,115670.8
2135,108270.0
2136,88050.0
2137,114233.0
2138,134540.0
2139,144430.0
2140,135200.0
2141,141600.0
2142,136442.5
2143,142798.0
2144,118985.9
2145,135920.0
2146,148540.0
2147,162820.0
2148,128863.4
2149,130905.0
2150,219070.9
2151,133300.1
2152,157170.0
2153,150540.0
2154,101100.0
2155,130215.0
2156,219100.0
2157,255069.2
2158,233312.5
2159,200980.0
2160,174899.5
2161,262652.3
2162,415119.2
2163,358917.6
2164,291884.1
2165,192433.2
2166,138500.0
2167,219305.6
2168,201490.0
2169,193150.0
2170,218857.8
2171,158380.0
2172,135448.0
2173,168990.0
2174,212000.0
2175,329540.0
2176,285730.0
2177,252547.7
2178,221535.6
2179,134940.0
2180,229090.0
2181,198075.0
2182,218728.0
2183,209785.0
2184,145030.0
2185,142331.0
2186,147700.0
2187,160200.0
2188,151620.0
2189,189000.0
2190,90850.0
2191,94040.0
2192,96800.0
2193,110277.6
2194,108040.0
2195,126020.0
2196,119100.0
2197,112525.0
2198,148349.4
2199,160180.5
2200,110020.0
2201,131110.0
2202,209405.6
2203,155950.0
2204,158640.0
2205,108900.0
2206,124340.0
2207,244692.8
2208,247600.0
2209,193460.0
2210,119650.0
2211,109790.0
2212,116540.8
2213,113350.0
2214,160826.6
2215,109390.0
2216,161140.0
2217,68798.3
2218,101430.0
2219,87940.4
2220,96890.0
2221,269000.0
2222,247427.2
2223,257727.8
2224,198263.7
2225,157594.0
2226,190740.0
2227,202879.0
2228,279516.3
2229,239737.5
2230,160696.4
2231,205770.0
2232,183390.0
2233,164650.0
2234,234750.0
2235,180325.0
2236,267032.6
2237,384801.2
2238,215530.0
2239,141615.0
2240,153330.0
2241,163390.0
2242,146190.0
2243,153878.2
2244,98460.0
2245,96650.0
2246,149875.0
2247,101380.0
2248,120100.0
2249,114730.0
2250,141330.0
2251,160067.0
2252,177340.0
2253,157186.4
2254,177823.2
2255,193920.0
2256,177450.0
2257,186500.0
2258,172727.0
2259,172750.0
2260,149015.0
2261,202100.0
2262,232000.0
2263,337294.4
2264,394388.4
2265,170650.0
2266,302265.2
2267,374905.0
2268,397868.8
2269,179899.0
2270,180914.1
2271,255056.2
2272,200910.0
2273,159700.0
2274,169110.0
2275,174130.0
2276,171138.0
2277,178957.8
2278,153240.0
2279,126840.0
2280,118200.8
2281,161852.0
2282,164899.0
2283,103590.0
2284,104650.0
2285,147325.0
2286,129600.0
2287,361268.9
2288,296019.4
2289,400590.0
2290,445141.6
2291,307091.2
2292,428280.9
2293,488825.5
2294,386166.2
2295,387014.2
2296,250063.0
2297,289174.8
2298,327684.0
2299,421535.2
2300,308043.2
2301,275721.8
2302,241365.5
2303,229543.7
2304,255673.6
2305,166580.0
2306,167280.0
2307,180285.0
2308,217040.0
2309,278355.4
2310,218358.8
2311,202870.0
2312,181256.0
2313,173080.0
2314,177812.2
2315,176693.5
2316,201178.0
2317,175254.0
2318,162103.5
2319,171681.5
2320,183876.1
2321,279836.3
2322,168051.6
2323,174649.0
2324,164017.0
2325,206891.2
2326,168752.0
2327,208710.0
2328,212950.0
2329,189950.0
2330,183500.0
2331,340151.1
2332,420759.1
2333,335429.3
2334,252422.7
2335,254640.0
2336,351400.0
2337,220280.9
2338,280107.0
2339,244435.9
2340,394155.7
2341,208099.8
2342,241733.7
2343,215050.0
2344,206577.8
2345,252154.6
2346,241461.6
2347,223435.2
2348,235693.1
2349,169994.0
2350,274452.8
2351,259367.0
2352,253229.0
2353,210214.0
2354,144067.5
2355,150750.0
2356,152205.0
2357,194390.0
2358,191993.5
2359,121150.0
2360,120900.0
2361,144450.0
2362,270980.0
2363,145325.0
2364,145435.0
2365,228345.6
2366,188700.0
2367,231350.0
2368,215905.6
2369,237027.0
2370,177080.0
2371,169450.0
2372,173210.0
2373,234655.6
2374,296299.0
2375,235050.0
2376,283290.0
2377,349150.0
2378,155949.0
2379,210757.8
2380,134390.0
2381,168960.0
2382,191441.5
2383,208358.7
2384,222699.0
2385,155075.0
2386,153250.0
2387,143470.0
2388,118200.0
2389,128340.0
2390,144005.0
2391,134626.0
2392,113020.8
2393,161490.0
2394,152730.0
2395,216237.5
2396,156027.5
2397,193630.0
2398,134090.0
2399,58052.2
2400,63870.0
2401,115390.0
2402,140502.5
2403,160210.8
2404,148440.0
2405,160710.0
2406,134730.0
2407,126130.0
2408,131275.0
2409,140670.0
2410,157840.0
2411,128046.0
2412,162830.0
2413,146002.5
2414,139930.0
2415,156620.8
2416,117930.0
2417,129237.5
2418,133440.0
2419,148408.4
2420,131400.0
2421,154900.0
2422,119130.0
2423,169479.0
2424,161100.0
2425,161478.0
2426,121000.0
2427,154630.0
2428,188350.0
2429,114485.0
2430,131000.0
2431,121825.0
2432,137020.0
2433,143252.5
2434,145185.0
2435,164520.0
2436,112110.0
2437,112095.0
2438,120800.0
2439,121177.1
2440,125370.0
2441,103780.0
2442,98020.0
2443,110310.0
2444,119212.1
2445,93270.0
2446,165964.0
2447,227060.0
2448,153700.0
2449,116640.0
2450,154480.0
2451,134250.0
2452,220987.0
2453,107657.5
2454,135730.0
2455,88500.4
2456,144150.0
2457,113890.0
2458,116452.5
2459,96740.0
2460,152955.0
2461,110200.0
2462,133240.0
2463,115070.0
2464,175580.0
2465,155757.5
2466,122750.0
2467,159366.5
2468,100330.0
2469,82250.0
2470,194050.0
2471,204000.0
2472,195065.0
2473,118577.6
2474,131165.0
2475,261297.0
2476,106550.4
2477,135260.0
2478,153410.0
2479,115835.0
2480,139100.0
2481,117132.5
2482,136740.0
2483,120165.0
2484,132675.0
2485,123230.0
2486,172275.0
2487,208330.0
2488,135740.0
2489,156520.0
2490,157935.0
2491,93050.0
2492,187320.0
2493,136275.0
2494,177560.0
2495,110735.0
2496,217569.9
2497,155040.0
2498,116315.0
2499,100300.0
2500,131045.0
2501,131900.0
2502,167785.8
2503,105200.0
2504,197247.0
2505,199250.0
2506,271226.0
2507,329772.8
2508,271575.3
2509,208150.0
2510,237130.0
2511,185456.4
2512,215011.5
2513,200480.0
2514,244680.0
2515,148700.0
2516,144970.0
2517,135110.0
2518,136025.0
2519,206930.0
2520,212106.5
2521,201450.0
2522,208140.0
2523,134850.0
2524,143895.0
2525,148985.0
2526,142900.0
2527,126960.0
2528,134365.0
2529,129020.0
2530,121180.0
2531,241707.7
2532,200840.0
2533,207887.8
2534,233923.7
2535,298918.0
2536,228547.8
2537,216900.0
2538,204086.5
2539,183630.0
2540,173438.0
2541,182293.5
2542,168532.2
2543,132095.0
2544,133915.0
2545,146790.0
2546,150950.0
2547,136676.0
2548,171815.7
2549,175623.4
2550,456684.0
2551,145700.0
2552,129350.0
2553,83640.0
2554,111600.0
2555,115950.0
2556,101650.0
2557,116785.0
2558,180530.0
2559,138093.4
2560,117110.0
2561,125660.0
2562,127145.4
2563,134960.0
2564,174910.0
2565,131990.0
2566,142635.0
2567,126125.0
2568,189520.0
2569,186510.0
2570,119550.0
2571,179540.5
2572,193685.6
2573,222410.0
2574,334810.0
2575,126620.0
2576,139040.0
2577,170350.0
2578,99070.0
2579,86930.0
2580,145420.0
2581,137000.0
2582,105330.0
2583,265707.7
2584,159876.0
2585,181120.0
2586,209637.8
2587,229345.0
2588,141580.0
2589,138570.0
2590,235025.1
2591,212954.5
2592,214766.5
2593,243083.6
2594,182850.0
2595,215140.0
2596,354266.0
2597,169725.0
2598,259191.3
2599,346070.1
2600,195984.0
2601,137580.0
2602,104077.6
2603,92660.0
2604,93940.0
2605,98450.0
2606,149920.0
2607,174699.0
2608,184300.0
2609,167790.0
2610,114640.0
2611,172720.0
2612,163900.0
2613,125390.0
2614,122855.0
2615,150925.0
2616,143550.0
2617,182100.0
2618,177430.0
2619,247600.0
2620,187865.0
2621,199490.0
2622,214790.0
2623,260645.6
2624,244560.2
2625,330991.8
2626,171170.0
2627,191950.0
2628,445946.8
2629,498705.3
2630,349179.7
2631,483698.7
2632,447061.3
2633,327706.6
2634,390738.5
2635,149350.0
2636,207450.0
2637,175511.3
2638,253172.7
2639,178730.0
2640,153350.0
2641,110600.0
2642,176039.0
2643,106630.0
2644,136967.5
2645,105450.0
2646,92850.0
2647,103890.0
2648,132240.0
2649,158485.0
2650,137750.0
2651,155290.0
2652,428843.9
2653,252002.0
2654,262525.6
2655,382365.7
2656,339019.1
2657,350933.7
2658,271930.0
2659,282563.9
2660,305994.7
2661,340515.2
2662,368415.7
2663,279221.9
2664,284570.6
2665,322825.9
2666,302126.5
2667,174214.0
2668,175288.5
2669,169443.0
2670,295682.3
2671,172055.5
2672,178290.0
2673,206911.9
2674,221212.9
2675,175459.0
2676,182650.0
2677,215670.0
2678,256941.5
2679,287431.1
2680,282550.0
2681,437304.1
2682,355700.0
2683,470951.1
2684,317483.8
2685,366676.1
2686,279622.2
2687,306334.3
2688,232229.1
2689,232795.6
2690,465589.4
2691,177158.5
2692,152030.0
2693,193370.0
2694,143490.0
2695,187800.0
2696,177523.5
2697,197444.0
2698,209228.5
2699,178243.2
2700,163739.0
2701,141090.0
2702,116975.0
2703,149380.0
2704,139175.0
2705,130480.0
2706,115655.0
2707,128065.8
2708,140920.0
2709,113800.0
2710,129605.0
2711,278350.0
2712,394608.1
2713,184513.2
2714,151180.0
2715,168050.0
2716,168031.5
2717,177443.5
2718,220200.0
2719,163050.0
2720,174434.1
2721,150515.0
2722,176307.8
2723,143750.0
2724,132330.0
2725,144430.0
2726,153800.0
2727,167090.0
2728,171590.0
2729,164494.0
2730,150300.0
2731,115670.0
2732,130165.0
2733,163670.0
2734,148045.0
2735,140030.0
2736,147850.0
2737,117740.0
2738,158950.8
2739,166649.0
2740,132650.0
2741,151965.0
2742,159925.0
2743,158350.0
2744,152300.0
2745,136570.0
2746,140235.0
2747,159460.0
2748,120470.0
2749,126900.0
2750,136232.5
2751,119590.0
2752,253252.0
2753,181905.0
2754,213496.4
2755,123990.0
2756,96650.0
2757,67320.4
2758,96030.0
2759,145150.0
2760,169714.0
2761,160675.0
2762,158875.0
2763,190840.0
2764,172073.5
2765,287280.0
2766,146800.0
2767,90350.0
2768,147715.5
2769,137765.0
2770,151563.5
2771,117230.0
2772,122335.0
2773,175923.3
2774,146400.0
2775,149990.0
2776,147708.4
2777,149597.5
2778,130490.0
2779,133070.5
2780,103900.0
2781,97470.0
2782,106590.0
2783,113750.0
2784,125390.0
2785,152740.0
2786,92011.1
2787,115330.0
2788,80010.0
2789,221850.0
2790,85065.0
2791,110455.0
2792,78800.0
2793,159720.0
2794,91100.0
2795,108120.8
2796,105905.2
2797,202440.0
2798,149485.0
2799,110632.5
2800,73839.3
2801,114600.0
2802,149680.0
2803,180490.0
2804,154900.0
2805,92715.0
2806,93450.0
2807,150140.0
2808,154185.0
2809,128850.0
2810,148330.0
2811,147650.0
2812,143596.0
2813,169297.7
2814,166685.8
2815,96000.0
2816,257290.0
2817,125860.0
2818,134750.0
2819,189100.0
2820,164400.0
2821,102200.0
2822,205347.0
2823,227230.0
2824,180450.0
2825,169153.2
2826,132557.5
2827,162240.0
2828,207050.0
2829,169263.7
2830,227395.0
2831,194162.9
2832,223818.0
2833,281880.1
2834,225021.0
2835,208822.8
2836,185473.5
2837,180743.2
2838,154949.0
2839,185773.5
2840,197500.0
2841,201030.0
2842,234530.0
2843,158055.0
2844,163470.0
2845,114065.0
2846,196760.0
2847,217450.0
2848,218100.0
2849,209884.7
2850,265216.1
2851,236620.0
2852,221325.0
2853,210920.0
2854,136030.0
2855,210105.6
2856,207692.0
2857,191285.0
2858,200585.0
2859,178678.2
2860,122435.0
2861,143740.9
2862,207885.0
2863,129110.0
2864,253852.7
2865,137950.0
2866,160850.0
2867,99210.0
2868,111650.0
2869,138700.0
2870,174670.0
2871,128050.0
2872,56783.3
2873,99790.0
2874,157450.0
2875,104940.0
2876,154190.0
2877,149950.0
2878,154460.0
2879,150400.0
2880,110900.0
2881,160900.0
2882,163790.0
2883,154830.0
2884,162080.0
2885,196547.0
2886,206175.0
2887,99700.0
2888,120830.0
2889,63561.1
2890,93750.0
2891,151940.0
2892,57351.1
2893,129640.0
2894,83267.6
2895,295890.0
2896,265900.0
2897,189390.0
2898,153691.1
2899,226253.7
2900,162810.0
2901,175460.0
2902,165225.0
2903,346862.3
2904,415926.7
2905,153870.0
2906,214500.0
2907,111100.0
2908,127205.0
2909,172807.7
2910,84550.0
2911,103777.6
2912,158110.0
2913,97040.0
2914,91097.6
2915,93297.6
2916,100977.6
2917,157700.0
2918,117860.0
2919,236690.0
